59,0.005216,0.004369,0.00075,0.000533
1264,0.07042,0.027739,0.013706,0.013924
3057,0.127284,0.048589,0.02874,0.02959
4931,0.108815,0.061376,0.044588,0.048402
6898,0.094956,0.077494,0.072853,0.068431
8895,0.117794,0.086163,0.075046,0.08218
10892,0.142821,0.125004,0.087696,0.094245
12949,0.17325,0.12301,0.103297,0.109602
15075,0.194631,0.135286,0.11847,0.123768
17192,0.067496,0.14183,0.131556,0.140774
19313,0.067577,0.157629,0.14812,0.158092
21514,0.071096,0.171039,0.137825,0.174199
23721,0.070785,0.185662,0.033856,0.190959
25937,0.07552,0.198782,0.036397,0.209256
28273,0.085376,0.206705,0.041232,0.225491
30606,0.093704,0.220661,0.038821,0.240284
32939,0.09692,0.216846,0.04102,0.259247
35263,0.103657,0.036652,0.043239,0.275071
37590,0.109779,0.041788,0.048765,0.289772
39920,0.115325,0.038793,0.048245,0.306712
42259,0.122756,0.040434,0.055731,0.254713
44583,0.129833,0.041287,0.052271,0.115218
46910,0.13722,0.043125,0.054976,0.121773
49243,0.14529,0.046479,0.050755,0.125094
51567,0.14961,0.046654,0.051298,0.129064
53897,0.157381,0.048659,0.053125,0.135248
56257,0.16283,0.050203,0.055986,0.141481
58713,0.168795,0.051983,0.060147,0.150325
61163,0.176489,0.052963,0.059386,0.153348
63619,0.178556,0.055352,0.06178,0.160217
66066,0.188502,0.057168,0.062637,0.167263
68513,0.194823,0.06097,0.064921,0.174504
70969,0.201297,0.063864,0.067752,0.179294
73413,0.210138,0.063975,0.067946,0.185324
75863,0.21626,0.066567,0.069037,0.196992
78310,0.225196,0.067454,0.071718,0.198028
80760,0.229066,0.068318,0.072989,0.200291
83207,0.236509,0.070201,0.074545,0.211262
85660,0.248101,0.073464,0.077628,0.213882
88104,0.250344,0.074189,0.079484,0.219443
90569,0.259797,0.076812,0.081584,0.226594
93013,0.265333,0.07778,0.083615,0.233489
95463,0.267817,0.078834,0.086087,0.237741
97913,0.280653,0.081262,0.087683,0.245325
100360,0.291376,0.083941,0.093105,0.250023
102807,0.29533,0.085898,0.090972,0.254725
105263,0.302165,0.086015,0.09179,0.26165
107707,0.308312,0.088911,0.093083,0.269488
110157,0.316525,0.090813,0.095491,0.275739
112604,0.323105,0.092466,0.097576,0.281115
115057,0.330409,0.092415,0.100605,0.294089
117507,0.334936,0.09456,0.104882,0.295048
120035,0.335336,0.097422,0.103619,0.296437
122614,0.350906,0.098414,0.107417,0.305835
125181,0.357487,0.099771,0.111499,0.315511
127751,0.367613,0.102316,0.109722,0.325905
130321,0.373572,0.104574,0.111159,0.328199
132888,0.381593,0.106656,0.113376,0.334158
135467,0.385047,0.109438,0.11476,0.344965
138034,0.392878,0.109626,0.115853,0.347263
140604,0.400207,0.11364,0.118875,0.35225
143174,0.409555,0.115239,0.120559,0.360667
145741,0.41761,0.117439,0.12421,0.367157
148311,0.426867,0.118485,0.126414,0.37422
150887,0.432908,0.120585,0.12738,0.37782
153451,0.438468,0.12221,0.130544,0.383426
156021,0.445691,0.128932,0.132136,0.390636
158588,0.457981,0.128721,0.135078,0.400388
161161,0.455637,0.143419,0.134941,0.408
163728,0.473751,0.133626,0.137381,0.408751
166298,0.476687,0.130939,0.139624,0.418624
168871,0.489721,0.134534,0.14217,0.426609
171438,0.49545,0.136048,0.143824,0.428451
174008,0.503567,0.138717,0.146269,0.43771
176575,0.497523,0.139616,0.147221,0.448434
179145,0.518722,0.145383,0.148855,0.45167
181718,0.524103,0.143278,0.150435,0.458844
184285,0.531567,0.145629,0.153775,0.467822
186852,0.537264,0.14816,0.155558,0.470915
189422,0.545505,0.153222,0.161262,0.480304
192007,0.527276,0.154166,0.159983,0.486886
194574,0.562222,0.156852,0.162225,0.494675
197141,0.567923,0.155584,0.166365,0.497201
199714,0.576162,0.157402,0.166098,0.507181
202281,0.584372,0.160559,0.168786,0.514702
204854,0.587329,0.161062,0.170464,0.523555
207421,0.594597,0.164822,0.172231,0.527812
209991,0.614675,0.167782,0.174039,0.532492
212558,0.616376,0.167784,0.178796,0.538484
215128,0.61843,0.171651,0.178468,0.54669
217695,0.627286,0.171374,0.185993,0.555244
220265,0.625308,0.173669,0.187028,0.56367
222841,0.64222,0.173763,0.185903,0.562414
225408,0.652769,0.175012,0.187563,0.577352
227975,0.658985,0.178223,0.189575,0.578954
230548,0.663115,0.17832,0.193284,0.58151
233115,0.673505,0.182015,0.195336,0.590637
235685,0.685301,0.184337,0.196753,0.59586
238252,0.685988,0.187265,0.199548,0.601211
240828,0.693741,0.190695,0.200857,0.608904
243396,0.682213,0.190733,0.20122,0.616698
