59,0.0053,0.004351,0.000695,0.000522
1264,0.053431,0.018187,0.012412,0.013214
3057,0.107892,0.037269,0.027141,0.028721
4931,0.086147,0.057594,0.042418,0.045188
6898,0.088853,0.069216,0.057197,0.0625
8895,0.111315,0.087794,0.072313,0.076858
10892,0.137717,0.104581,0.084314,0.090277
12949,0.171125,0.117429,0.098223,0.106799
15075,0.177388,0.126338,0.112706,0.123637
17192,0.057186,0.147958,0.125236,0.158324
19313,0.065532,0.149548,0.139623,0.151135
21514,0.069431,0.163311,0.156258,0.165786
23721,0.072945,0.174699,0.032921,0.182155
25937,0.079566,0.188242,0.035726,0.200154
28273,0.08906,0.201787,0.040367,0.217115
30606,0.097512,0.211359,0.038897,0.230327
32939,0.10007,0.226184,0.040574,0.246057
35263,0.107289,0.16052,0.043023,0.262028
37590,0.115311,0.037389,0.04514,0.278486
39920,0.122172,0.037754,0.048706,0.296548
42259,0.130772,0.040437,0.052121,0.242494
44583,0.137685,0.040688,0.051494,0.116611
46910,0.144222,0.042679,0.050971,0.122376
49243,0.151947,0.045216,0.051967,0.129322
51567,0.158769,0.046507,0.055239,0.13293
53897,0.168392,0.051807,0.054489,0.136806
56257,0.171667,0.050041,0.056494,0.144744
58713,0.177349,0.052044,0.058331,0.148917
61163,0.186704,0.054015,0.060148,0.158547
63619,0.182746,0.056131,0.062375,0.159579
66066,0.196805,0.057648,0.063932,0.170933
68513,0.20521,0.059848,0.066533,0.177099
70969,0.215215,0.064469,0.067596,0.181759
73413,0.220701,0.063167,0.06927,0.189837
75863,0.228945,0.065446,0.071139,0.193397
78310,0.23627,0.066865,0.072859,0.196345
80760,0.242672,0.069696,0.075659,0.203901
83207,0.253904,0.071039,0.076772,0.208864
85660,0.260413,0.073209,0.079703,0.218961
88104,0.26648,0.075144,0.081768,0.221052
90569,0.276983,0.077771,0.084121,0.227422
93013,0.283096,0.078469,0.085785,0.23453
95463,0.287098,0.080744,0.087009,0.240669
97913,0.291692,0.084927,0.089205,0.250357
100360,0.301181,0.084334,0.093981,0.253851
102807,0.310883,0.086115,0.096836,0.258579
105263,0.318104,0.090953,0.094064,0.269246
107707,0.325573,0.08896,0.096414,0.273492
110157,0.334393,0.09176,0.101658,0.278381
112604,0.339158,0.092454,0.100724,0.284326
115057,0.343694,0.094297,0.103662,0.289288
117507,0.353741,0.094831,0.104053,0.296351
120035,0.361979,0.098217,0.104938,0.303933
122614,0.373243,0.099164,0.109247,0.310493
125181,0.375392,0.102143,0.110867,0.317247
127751,0.383688,0.105319,0.113342,0.32159
130321,0.391115,0.105994,0.113654,0.331656
132888,0.397459,0.108036,0.116202,0.336992
135467,0.407559,0.111248,0.11993,0.347461
138034,0.415283,0.112029,0.12031,0.353061
140604,0.421729,0.114282,0.123751,0.357635
143174,0.426679,0.114625,0.124464,0.366727
145741,0.437544,0.118765,0.125382,0.375622
148311,0.44604,0.12139,0.127502,0.379036
150887,0.454997,0.122049,0.130336,0.384542
153451,0.461865,0.123898,0.133143,0.390028
156021,0.46851,0.125952,0.13499,0.398448
158588,0.475972,0.127329,0.137123,0.404985
161161,0.465652,0.130689,0.138127,0.412215
163728,0.492363,0.138172,0.140704,0.42357
166298,0.504738,0.134582,0.14259,0.426429
168871,0.513264,0.134855,0.144735,0.435581
171438,0.521776,0.135881,0.147519,0.439601
174008,0.530181,0.139,0.14955,0.447499
176575,0.534044,0.140798,0.151337,0.451179
179145,0.54352,0.143723,0.153411,0.461193
181718,0.552566,0.144956,0.154147,0.466068
184285,0.557378,0.147693,0.157931,0.478908
186852,0.568976,0.151504,0.159108,0.484604
189422,0.573349,0.156766,0.164559,0.486292
192007,0.579386,0.156525,0.165634,0.487703
194574,0.594184,0.15926,0.167226,0.503504
197141,0.59775,0.157203,0.168742,0.510589
199714,0.606424,0.157574,0.172228,0.510255
202281,0.611929,0.160966,0.174984,0.521139
204854,0.622861,0.162764,0.176089,0.523388
207421,0.614065,0.165024,0.178031,0.534313
209991,0.640595,0.16731,0.180414,0.538962
212558,0.644264,0.16741,0.185158,0.545537
215128,0.649559,0.170039,0.184592,0.552729
217695,0.658483,0.173721,0.185833,0.561213
220265,0.657565,0.175034,0.187074,0.563188
222841,0.674649,0.176759,0.192393,0.571898
225408,0.681633,0.1815,0.193796,0.575999
227975,0.69178,0.181032,0.193461,0.585377
230548,0.69667,0.184249,0.196726,0.589991
233115,0.704523,0.186647,0.203257,0.593608
235685,0.711807,0.189717,0.201008,0.602661
238252,0.723582,0.191523,0.203102,0.606873
240828,0.726437,0.195883,0.204551,0.613473
243396,0.710216,0.201036,0.20749,0.626544
