59,0.002958,0.000957,0.000937,0.000602
1264,0.003845,0.007215,0.00635,0.008063
3057,0.009497,0.015635,0.013018,0.016907
4931,0.012418,0.025167,0.023894,0.026641
6898,0.017036,0.031913,0.028216,0.035887
8895,0.021363,0.040164,0.034823,0.046459
10892,0.026194,0.050459,0.04231,0.056573
12949,0.031814,0.056514,0.049888,0.069382
15075,0.038155,0.065339,0.055517,0.077701
17192,0.041593,0.070653,0.061306,0.0857
19313,0.049348,0.077428,0.065775,0.095948
21514,0.052991,0.084574,0.072258,0.106223
23721,0.058019,0.092495,0.078186,0.119404
25937,0.063601,0.096851,0.088415,0.128887
28273,0.071482,0.1046,0.090218,0.134549
30606,0.074945,0.114769,0.097968,0.143843
32939,0.081706,0.12081,0.106182,0.15338
35263,0.085223,0.124079,0.109747,0.165752
37590,0.091532,0.130302,0.116298,0.174196
39920,0.097914,0.141171,0.122175,0.183545
42259,0.101913,0.149788,0.137193,0.192905
44583,0.108835,0.157046,0.134276,0.205746
46910,0.113717,0.165484,0.142573,0.206528
49243,0.119237,0.171892,0.148948,0.222985
51567,0.117622,0.17617,0.15347,0.229207
53897,0.129942,0.185554,0.159593,0.239951
56257,0.134399,0.192436,0.166543,0.258406
58713,0.140303,0.19854,0.172862,0.263007
61163,0.147973,0.207711,0.179421,0.267323
63619,0.155718,0.214851,0.193456,0.276834
66066,0.15926,0.221739,0.186937,0.291218
68513,0.163774,0.227689,0.19886,0.293868
70969,0.170519,0.230041,0.206284,0.313732
73413,0.175875,0.246778,0.214227,0.321839
75863,0.181327,0.243863,0.219257,0.331389
78310,0.188037,0.256848,0.230053,0.339379
80760,0.192334,0.270065,0.233672,0.35133
83207,0.195396,0.274656,0.239443,0.355321
85660,0.208298,0.273744,0.244545,0.374847
88104,0.213509,0.27828,0.249156,0.377928
90569,0.218212,0.293715,0.250624,0.408176
93013,0.226106,0.303939,0.264494,0.403967
95463,0.231277,0.312986,0.276137,0.412982
97913,0.236646,0.309268,0.274139,0.407668
100360,0.246937,0.325726,0.278344,0.430004
102807,0.251445,0.328458,0.288646,0.439755
105263,0.255719,0.328243,0.293834,0.445216
107707,0.259404,0.346404,0.301142,0.458196
110157,0.263399,0.33794,0.301998,0.45607
112604,0.267878,0.357987,0.321964,0.48198
115057,0.27858,0.364918,0.325469,0.486034
117507,0.277426,0.374495,0.31963,0.497518
120035,0.287757,0.371496,0.338077,0.496382
122614,0.289182,0.383966,0.342467,0.519637
125181,0.297274,0.39761,0.350908,0.529264
127751,0.305912,0.401752,0.349073,0.538856
130321,0.313288,0.391497,0.364898,0.535976
132888,0.353353,0.420232,0.366772,0.554804
135467,0.345545,0.419775,0.371209,0.566742
138034,0.339163,0.428182,0.385835,0.578444
140604,0.339785,0.419448,0.385056,0.571583
143174,0.334252,0.448778,0.388297,0.599389
145741,0.35841,0.459851,0.402943,0.616796
148311,0.361426,0.454113,0.405204,0.616532
150887,0.366017,0.465892,0.420242,0.613821
153451,0.381537,0.474863,0.425128,0.652631
156021,0.378035,0.483936,0.426606,0.648107
158588,0.382656,0.478469,0.436041,0.650642
161161,0.389609,0.493653,0.44246,0.674667
163728,0.403659,0.510245,0.437662,0.683066
166298,0.414024,0.492259,0.455758,0.695693
168871,0.42187,0.531101,0.456317,0.686984
171438,0.425654,0.525363,0.451038,0.714792
174008,0.420381,0.535014,0.47338,0.718372
176575,0.450949,0.539841,0.461773,0.710268
179145,0.451063,0.557906,0.485531,0.733698
181718,0.443489,0.548866,0.490626,0.757823
184285,0.474209,0.565067,0.481899,0.758306
186852,0.444246,0.569641,0.497873,0.777992
189422,0.461641,0.566538,0.496709,0.781872
192007,0.466326,0.594356,0.51503,0.779803
194574,0.469315,0.596175,0.50874,0.810539
197141,0.478677,0.583453,0.522187,0.816003
199714,0.46851,0.613952,0.529303,0.822729
202281,0.491454,0.619145,0.530289,0.830464
204854,0.502376,0.614651,0.561811,0.833311
207421,0.502819,0.618787,0.54892,0.84999
209991,0.510164,0.638222,0.572817,0.860186
212558,0.505892,0.647854,0.568802,0.86741
215128,0.512896,0.655115,0.573774,0.891655
217695,0.525925,0.640177,0.563646,0.888537
220265,0.523602,0.666592,0.600598,0.908688
222841,0.529612,0.668822,0.592885,0.909519
225408,0.538185,0.678101,0.599256,0.902281
227975,0.564215,0.696365,0.590357,0.94039
230548,0.561898,0.679316,0.60935,0.943053
233115,0.569429,0.717955,0.611213,0.953026
235685,0.568075,0.713047,0.625702,0.972096
238252,0.582815,0.705521,0.616628,0.951352
240828,0.584883,0.721676,0.632775,0.992311
243396,0.582064,0.706444,0.62942,0.964853
246047,0.576277,0.741851,0.645246,1.012902
248710,0.597782,0.745662,0.636912,1.012356
251418,0.613311,0.741141,0.667236,1.02135
254198,0.619677,0.762891,0.650572,1.024418
256981,0.602474,0.766291,0.655066,1.051752
259767,0.614863,0.776603,0.671002,1.051553
262553,0.61792,0.764785,0.691541,1.030613
265324,0.637258,0.799188,0.689757,1.069265
268104,0.632647,0.779513,0.674208,1.053202
270884,0.64811,0.817034,0.683917,1.101979
273664,0.646002,0.816428,0.689939,1.081984
276441,0.635934,0.839561,0.7355,1.108057
279221,0.667148,0.82824,0.714945,1.095188
281995,0.671479,0.836981,0.725266,1.128624
