Date,Open,High,Low,Close,Volume,Adjusted Close
2011-12-07,308.26,309.13,300.63,304.31,138195400.0,304.31
2011-12-06,302.58,306.28,302.58,304.8,108112800.0,304.8
2011-12-05,303.5,306.75,301.94,305.1,110054000.0,305.1
2011-12-02,300.46,303.82,299.77,300.77,135475800.0,300.77
2011-12-01,300.14,300.28,296.82,296.97,105608400.0,296.97
2011-11-30,285.17,300.91,284.18,299.68,190304000.0,299.68
2011-11-29,284.15,287.69,282.14,287.55,105383600.0,287.55
2011-11-28,276.71,285.07,276.71,285.07,116346600.0,285.07
2011-11-25,271.0,275.21,268.74,274.37,91361600.0,274.37
2011-11-24,274.34,276.4,270.07,271.61,93202600.0,271.61
2011-11-23,274.65,278.35,272.79,272.79,98200800.0,272.79
2011-11-22,281.12,281.79,276.91,276.91,95448000.0,276.91
2011-11-21,286.67,286.67,278.83,278.84,99384000.0,278.84
2011-11-18,288.23,292.25,287.43,288.01,92410800.0,288.01
2011-11-17,293.16,294.34,288.96,290.21,112802800.0,290.21
2011-11-16,291.89,296.93,291.02,294.47,107635400.0,294.47
2011-11-15,294.82,296.79,290.04,292.93,115537400.0,292.93
2011-11-14,302.32,302.72,296.15,296.9,93224200.0,296.9
2011-11-11,295.19,301.73,294.19,300.98,95317400.0,300.98
2011-11-10,289.48,297.54,289.06,294.32,134264800.0,294.32
2011-11-09,306.03,306.67,293.59,294.4,162635400.0,294.4
2011-11-08,300.3,308.19,300.07,303.98,107163000.0,303.98
2011-11-07,299.77,302.47,296.41,299.75,99567400.0,299.75
2011-11-04,306.39,306.87,300.3,301.97,128799200.0,301.97
2011-11-03,292.83,305.32,292.51,304.5,172721000.0,304.5
2011-11-02,298.85,298.92,293.03,298.21,131778600.0,298.21
2011-11-01,301.02,301.13,292.63,296.19,203235400.0,296.19
2011-10-31,310.36,311.96,307.5,307.5,112093800.0,307.5
2011-10-28,316.99,318.18,311.11,313.01,133139600.0,313.01
2011-10-27,312.01,316.1,309.86,315.45,185273800.0,315.45
2011-10-26,304.93,307.93,301.65,303.84,101109800.0,303.84
2011-10-25,307.44,309.59,302.47,304.98,111304400.0,304.98
2011-10-24,307.26,308.71,303.57,308.32,100214200.0,308.32
2011-10-21,300.71,305.84,299.4,305.7,112242600.0,305.7
2011-10-20,297.97,302.03,296.37,299.01,116746400.0,299.01
2011-10-19,301.09,304.2,299.9,301.68,116682400.0,301.68
2011-10-18,296.51,300.01,294.48,298.68,109975000.0,298.68
2011-10-17,305.22,307.52,297.75,299.24,108366000.0,299.24
2011-10-14,298.42,305.06,297.42,302.41,105170600.0,302.41
2011-10-13,298.23,301.45,296.14,297.39,120817200.0,297.39
2011-10-12,292.27,300.79,291.06,300.14,129037200.0,300.14
2011-10-11,292.29,293.23,289.57,292.88,95894200.0,292.88
2011-10-10,289.92,293.9,287.71,293.34,94941600.0,293.34
2011-10-07,286.24,290.24,283.64,288.31,125842400.0,288.31
2011-10-06,279.82,285.81,278.74,285.81,146275000.0,285.81
2011-10-05,275.05,278.42,272.39,278.09,119610400.0,278.09
2011-10-04,272.13,272.75,266.13,270.06,123630200.0,270.06
2011-10-03,273.51,276.87,271.99,275.64,91960800.0,275.64
2011-09-30,282.53,282.85,277.28,280.18,116008600.0,280.18
2011-09-29,276.91,285.07,276.61,283.98,124843400.0,283.98
2011-09-28,279.41,283.37,276.95,278.31,107920600.0,278.31
2011-09-27,276.13,282.33,274.19,282.04,139973800.0,282.04
2011-09-26,260.2,272.34,260.2,269.83,143753000.0,269.83
2011-09-23,266.63,267.22,256.36,264.72,155833000.0,264.72
2011-09-22,269.26,269.98,262.79,263.44,146282000.0,263.44
2011-09-21,278.83,279.23,275.24,275.68,94398400.0,275.68
2011-09-20,272.82,279.84,272.41,279.54,93162200.0,279.54
2011-09-19,275.6,277.74,273.5,274.63,91571200.0,274.63
2011-09-16,281.13,284.15,278.19,281.73,185231200.0,281.73
2011-09-15,275.11,279.94,274.5,278.52,152102200.0,278.52
2011-09-14,267.07,274.23,266.74,273.56,136788000.0,273.56
2011-09-13,272.36,272.68,263.95,270.05,151932600.0,270.05
2011-09-12,269.43,270.89,265.29,268.48,142869400.0,268.48
2011-09-09,281.64,283.35,275.43,276.1,118262800.0,276.1
2011-09-08,281.01,284.28,279.21,283.39,98067400.0,283.39
2011-09-07,279.57,281.05,276.8,281.05,102960000.0,281.05
2011-09-06,273.9,277.3,270.35,273.33,136170600.0,273.33
2011-09-05,280.0,281.16,272.46,274.45,118899200.0,274.45
2011-09-02,290.53,291.18,284.2,286.43,100520600.0,286.43
2011-09-01,294.34,295.81,289.74,293.96,102485200.0,293.96
2011-08-31,285.38,294.14,284.21,292.93,124026000.0,292.93
2011-08-30,283.73,284.81,280.33,283.64,90234800.0,283.64
2011-08-29,280.9,282.54,278.31,281.26,60634000.0,281.26
2011-08-26,278.41,278.41,269.86,276.6,106333200.0,276.6
2011-08-25,283.62,284.59,277.15,278.49,125870400.0,278.49
2011-08-24,278.99,283.66,275.5,281.58,106235400.0,281.58
2011-08-23,279.55,281.75,275.88,278.32,109074200.0,278.32
2011-08-22,271.72,282.49,271.69,276.37,102025200.0,276.37
2011-08-19,278.44,278.44,268.74,274.15,196154400.0,274.15
2011-08-18,288.94,291.0,275.78,279.58,174833800.0,279.58
2011-08-17,289.46,294.84,286.88,292.65,97705600.0,292.65
2011-08-16,291.11,292.02,287.29,291.51,106346000.0,291.51
2011-08-15,294.3,295.94,291.87,293.7,102044800.0,293.7
2011-08-12,283.82,292.17,278.26,291.9,169501400.0,291.9
2011-08-11,284.47,284.47,269.19,282.79,236101800.0,282.79
2011-08-10,292.85,292.92,276.33,277.27,216754000.0,277.27
2011-08-09,282.85,287.82,265.85,287.05,275735000.0,287.05
2011-08-08,291.53,298.24,282.99,283.36,191924200.0,283.36
2011-08-05,292.63,304.88,292.63,296.35,213778000.0,296.35
2011-08-04,316.11,316.11,300.85,300.85,185312800.0,300.85
2011-08-03,315.53,316.42,309.29,310.69,158899000.0,310.69
2011-08-02,323.6,324.84,319.96,320.0,109428400.0,320.0
2011-08-01,333.63,333.73,324.35,324.59,110140600.0,324.59
2011-07-29,328.66,330.8,326.59,329.22,94881400.0,329.22
2011-07-28,328.64,333.18,328.25,332.56,106739600.0,332.56
2011-07-27,336.19,336.42,330.58,333.1,91214800.0,333.1
2011-07-26,337.57,339.01,335.37,336.74,83750600.0,336.74
2011-07-25,336.41,338.83,336.16,337.27,73307000.0,337.27
2011-07-22,339.2,340.21,337.18,338.6,96738400.0,338.6
2011-07-21,331.67,338.16,328.48,336.86,118899200.0,336.86
2011-07-20,328.46,330.76,327.77,330.65,93599400.0,330.65
2011-07-19,324.69,326.65,324.14,326.17,97314800.0,326.17
2011-07-18,327.41,328.35,323.06,323.17,102318200.0,323.17
2011-07-15,328.8,330.83,327.72,329.49,90348200.0,329.49
2011-07-14,330.25,332.29,329.77,330.46,82419200.0,330.46
2011-07-13,329.61,333.36,329.61,332.98,108293000.0,332.98
2011-07-12,331.45,333.04,329.04,332.12,146090800.0,332.12
2011-07-11,340.28,340.94,334.72,336.16,113855200.0,336.16
2011-07-08,346.19,346.85,342.12,342.48,99886200.0,342.48
2011-07-07,342.95,347.01,342.04,345.16,78420200.0,345.16
2011-07-06,343.02,343.2,340.44,341.62,76188200.0,341.62
2011-07-05,342.64,344.67,342.64,343.1,65395400.0,343.1
2011-07-04,342.76,343.83,341.96,343.5,53992800.0,343.5
2011-07-01,340.13,343.37,338.47,342.82,82647000.0,342.82
2011-06-30,336.43,339.65,335.38,339.65,94348400.0,339.65
2011-06-29,331.66,335.84,331.57,335.28,98987400.0,335.28
2011-06-28,329.09,331.22,327.65,329.9,106990400.0,329.9
2011-06-27,327.68,329.3,326.97,328.51,76561200.0,328.51
2011-06-24,332.05,332.85,328.29,328.74,109266600.0,328.74
2011-06-23,332.73,332.79,326.86,328.57,96452000.0,328.57
2011-06-22,335.26,335.4,332.46,334.17,113871400.0,334.17
2011-06-21,333.57,336.16,332.98,336.14,67983800.0,336.14
2011-06-20,329.05,332.61,329.05,331.64,77482000.0,331.64
2011-06-17,331.6,335.36,329.0,333.11,153198200.0,333.11
2011-06-16,332.0,332.65,329.36,332.35,118990000.0,332.35
2011-06-15,336.89,337.22,333.75,334.04,88463200.0,334.04
2011-06-14,335.93,338.27,335.73,337.52,82821600.0,337.52
2011-06-13,334.04,335.45,333.33,334.03,49898000.0,334.03
2011-06-10,337.46,338.21,333.08,333.83,92143000.0,333.83
2011-06-09,335.43,338.44,334.01,338.04,91726800.0,338.04
2011-06-08,337.63,338.31,334.24,335.65,83346800.0,335.65
2011-06-07,339.18,341.16,338.37,338.93,76712800.0,338.93
2011-06-06,339.02,340.48,338.16,339.18,65953000.0,339.18
2011-06-03,341.47,341.91,337.35,340.24,76171600.0,340.24
2011-06-02,343.64,343.68,340.64,340.64,63640000.0,340.64
2011-06-01,350.29,350.38,344.29,345.95,91849600.0,345.95
2011-05-31,348.8,351.1,348.56,349.44,91869000.0,349.44
2011-05-30,345.77,347.34,345.47,346.2,30043600.0,346.2
2011-05-27,347.2,348.33,344.77,346.06,105550800.0,346.06
2011-05-26,345.91,346.78,343.38,344.47,84888000.0,344.47
2011-05-25,340.82,345.73,340.33,344.91,90405600.0,344.91
2011-05-24,342.77,344.79,342.48,343.2,86778200.0,343.2
2011-05-23,344.62,344.62,341.84,342.46,110649600.0,342.46
2011-05-20,351.07,352.48,346.46,348.24,109168600.0,348.24
2011-05-19,350.66,352.29,348.4,350.84,82085000.0,350.84
2011-05-18,350.32,350.5,346.67,349.1,80833400.0,349.1
2011-05-17,350.62,352.7,347.72,347.72,85657200.0,347.72
2011-05-16,352.44,353.19,349.21,352.3,99765600.0,352.3
2011-05-13,358.89,358.96,354.34,354.86,86683000.0,354.86
2011-05-12,357.51,357.77,355.11,357.52,115768000.0,357.52
2011-05-11,361.48,363.11,360.14,360.55,108732600.0,360.55
2011-05-10,356.77,361.64,356.28,361.05,112126600.0,361.05
2011-05-09,358.12,359.45,354.4,355.93,88879200.0,355.93
2011-05-06,355.07,359.71,353.51,359.12,94634800.0,359.12
2011-05-05,355.64,357.4,353.11,354.82,92288400.0,354.82
2011-05-04,359.29,361.17,355.03,355.91,94597600.0,355.91
2011-05-03,360.65,361.53,359.11,360.42,76959600.0,360.42
2011-05-02,362.26,363.31,361.42,361.56,54289000.0,361.56
2011-04-29,358.15,359.94,357.9,359.94,53538200.0,359.94
2011-04-28,360.62,361.51,358.02,359.49,98323400.0,359.49
2011-04-27,359.42,361.14,357.11,359.71,93895400.0,359.71
2011-04-26,357.43,360.1,357.28,359.55,80401000.0,359.55
2011-04-21,360.27,360.57,358.36,359.01,104171200.0,359.01
2011-04-20,356.13,360.19,356.13,359.87,87295800.0,359.87
2011-04-19,353.87,354.79,352.75,353.17,75950200.0,353.17
2011-04-18,359.06,359.56,350.79,352.68,117725400.0,352.68
2011-04-15,359.93,360.51,357.45,359.0,90164200.0,359.0
2011-04-14,361.38,361.45,358.23,359.48,93770800.0,359.48
2011-04-13,361.56,365.33,361.01,362.76,65783200.0,362.76
2011-04-12,364.09,365.63,359.66,360.77,80294800.0,360.77
2011-04-11,366.45,367.81,366.31,366.47,56094000.0,366.47
2011-04-08,368.1,369.16,366.1,366.94,83439400.0,366.94
2011-04-07,370.02,370.89,367.39,367.39,77291200.0,367.39
2011-04-06,370.16,371.1,368.54,369.64,71902200.0,369.64
2011-04-05,369.22,369.86,367.53,368.96,67687600.0,368.96
2011-04-04,368.39,370.36,367.72,369.01,62628800.0,369.01
2011-04-01,367.47,369.61,366.7,369.45,86005800.0,369.45
2011-03-31,368.22,368.74,365.62,365.62,97767000.0,365.62
2011-03-30,368.99,369.07,366.89,367.87,105182000.0,367.87
2011-03-29,364.61,365.94,362.9,365.91,75828800.0,365.91
2011-03-28,364.31,365.82,363.7,364.57,66330200.0,364.57
2011-03-25,365.31,365.4,363.46,364.65,49350800.0,364.65
2011-03-24,359.52,363.77,358.59,363.39,52108200.0,363.39
2011-03-23,354.95,359.74,354.95,359.74,56703400.0,359.74
2011-03-22,357.1,357.97,355.36,356.38,61553200.0,356.38
2011-03-21,355.39,356.96,354.31,356.7,74506200.0,356.7
2011-03-18,351.43,353.26,350.05,350.41,92057600.0,350.41
2011-03-17,345.3,350.07,344.55,349.26,88731400.0,349.26
2011-03-16,350.54,350.91,343.2,343.2,86892600.0,343.2
2011-03-15,349.8,351.41,343.93,348.09,126473800.0,348.09
2011-03-14,357.24,359.32,355.54,356.32,62314600.0,356.32
2011-03-11,358.99,360.44,358.27,359.07,64347200.0,359.07
2011-03-10,363.39,364.54,360.98,362.14,56979200.0,362.14
2011-03-09,366.74,368.46,365.65,366.25,76641000.0,366.25
2011-03-08,367.14,367.73,362.94,366.38,75483600.0,366.38
2011-03-07,366.25,370.23,365.54,366.08,55613200.0,366.08
2011-03-04,368.59,370.73,366.67,367.95,65144000.0,367.95
2011-03-03,366.35,369.05,365.0,367.6,75019800.0,367.6
2011-03-02,364.67,365.97,363.56,364.86,92607800.0,364.86
2011-03-01,370.69,372.2,366.87,367.95,101474800.0,367.95
2011-02-28,366.74,370.7,365.37,369.13,93485200.0,369.13
2011-02-25,364.53,367.61,363.45,366.77,100680800.0,366.77
2011-02-24,362.96,364.81,362.96,363.73,137349200.0,363.73
2011-02-23,367.19,369.09,364.91,365.24,108518600.0,365.24
2011-02-22,368.96,370.22,366.09,368.83,103675000.0,368.83
2011-02-21,373.26,374.02,370.2,370.92,85208200.0,370.92
2011-02-18,373.94,374.19,372.08,374.19,111131000.0,374.19
2011-02-17,371.85,373.15,370.93,372.99,110667200.0,372.99
2011-02-16,371.11,372.39,370.56,371.49,101725200.0,371.49
2011-02-15,370.08,371.35,369.32,370.51,84206400.0,370.51
2011-02-14,371.66,372.1,369.01,370.17,81661200.0,370.17
2011-02-11,369.42,370.98,366.83,369.65,93754200.0,369.65
2011-02-10,368.15,370.61,366.36,370.61,111940400.0,370.61
2011-02-09,370.17,370.68,368.79,369.18,84296200.0,369.18
2011-02-08,370.24,371.3,369.4,371.11,115387800.0,371.11
2011-02-07,366.39,370.33,366.08,369.85,103890600.0,369.85
2011-02-04,366.37,366.88,364.27,365.51,105276600.0,365.51
2011-02-03,365.97,366.28,363.06,364.89,106570200.0,364.89
2011-02-02,367.98,368.9,365.76,367.39,117478600.0,367.39
2011-02-01,363.03,367.46,361.92,367.11,113894000.0,367.11
2011-01-31,360.01,361.89,357.27,360.75,122457600.0,360.75
2011-01-28,363.81,364.69,361.16,361.16,121584200.0,361.16
2011-01-27,361.96,365.08,361.55,364.33,141833800.0,364.33
2011-01-26,360.92,363.43,360.1,362.05,116690000.0,362.05
2011-01-25,362.05,362.53,358.3,358.76,109793000.0,358.76
2011-01-24,360.97,361.75,358.12,360.99,102270800.0,360.99
2011-01-21,358.6,363.97,357.64,361.05,148964400.0,361.05
2011-01-20,357.23,357.66,354.68,356.14,122252800.0,356.14
2011-01-19,364.4,364.41,357.66,357.96,111219600.0,357.96
2011-01-18,362.32,363.89,362.06,363.73,92859600.0,363.73
2011-01-17,361.73,362.4,360.31,361.08,67498800.0,361.08
2011-01-14,359.48,361.55,357.81,361.32,95853200.0,361.32
2011-01-13,362.05,362.05,359.09,360.79,114797600.0,360.79
2011-01-12,359.06,362.41,359.05,362.41,105356400.0,362.41
2011-01-11,355.58,359.3,355.29,358.3,92243200.0,358.3
2011-01-10,355.5,355.74,353.63,354.21,87760400.0,354.21
2011-01-07,356.59,358.15,354.31,356.44,100756000.0,356.44
2011-01-06,358.54,359.59,356.28,356.89,102314000.0,356.89
2011-01-05,358.2,358.2,352.56,357.28,96302000.0,357.28
2011-01-04,359.82,360.87,358.41,358.86,81055400.0,358.86
2011-01-03,357.91,360.56,357.03,359.86,50319800.0,359.86
2010-12-31,357.22,357.4,354.57,354.57,18062600.0,354.57
2010-12-30,358.07,358.12,355.58,356.36,32270800.0,356.36
2010-12-29,357.58,358.8,357.33,358.32,33458200.0,358.32
2010-12-28,356.45,357.48,356.29,356.69,24132600.0,356.69
2010-12-27,355.76,356.12,353.1,355.57,27092400.0,355.57
2010-12-24,356.25,356.68,355.71,355.92,7882000.0,355.92
2010-12-23,356.42,356.9,355.77,356.21,42477600.0,356.21
2010-12-22,356.06,357.09,355.33,356.17,54469200.0,356.17
2010-12-21,355.28,356.87,354.97,356.14,58953000.0,356.14
2010-12-20,352.2,355.51,351.97,353.15,61055000.0,353.15
2010-12-17,352.78,353.28,351.22,352.05,114123200.0,352.05
2010-12-16,350.76,351.88,349.94,351.88,83479200.0,351.88
2010-12-15,350.77,351.67,349.32,350.79,74681400.0,350.79
2010-12-14,351.22,351.98,350.03,351.82,69079000.0,351.82
2010-12-13,351.15,352.8,350.99,351.3,71143200.0,351.3
2010-12-10,350.54,350.86,349.3,350.21,82430400.0,350.21
2010-12-09,349.55,350.18,348.28,349.38,120894200.0,349.38
2010-12-08,344.64,348.43,344.34,346.72,92602200.0,346.72
2010-12-07,343.71,348.1,343.52,346.21,107639000.0,346.21
2010-12-06,343.05,343.51,340.61,342.34,76717200.0,342.34
2010-12-03,340.83,343.62,340.13,342.19,101053000.0,342.19
2010-12-02,337.98,341.84,334.88,341.45,146581400.0,341.45
2010-12-01,329.91,336.2,329.06,335.8,135147000.0,335.8
2010-11-30,330.03,331.0,325.14,327.41,159073600.0,327.41
2010-11-29,337.75,339.37,329.62,329.67,120391400.0,329.67
2010-11-26,336.65,338.12,332.67,336.26,103360500.0,336.26
2010-11-25,337.73,339.38,337.21,338.77,71044200.0,338.77
2010-11-24,336.12,338.11,332.68,337.2,101647900.0,337.2
2010-11-23,339.97,341.4,334.82,334.82,126564900.0,334.82
2010-11-22,347.01,347.4,341.32,342.42,85382400.0,342.42
2010-11-19,346.34,346.38,342.05,344.58,90640800.0,344.58
2010-11-18,343.72,346.87,343.32,346.27,113535500.0,346.27
2010-11-17,338.92,341.97,338.59,341.5,74830400.0,341.5
2010-11-16,343.81,343.81,339.19,339.21,94170200.0,339.21
2010-11-15,341.67,346.23,341.34,345.53,67913600.0,345.53
2010-11-12,340.69,344.23,339.33,343.2,96614600.0,343.2
2010-11-11,347.67,347.82,343.62,344.83,114070500.0,344.83
2010-11-10,346.34,348.02,344.88,346.09,125179600.0,346.09
2010-11-09,346.16,348.82,346.01,347.74,81694600.0,347.74
2010-11-08,346.96,347.46,346.15,346.69,71384800.0,346.69
2010-11-05,346.25,348.43,345.09,346.9,104020400.0,346.9
2010-11-04,342.64,346.11,342.57,345.15,128069700.0,345.15
2010-11-03,342.57,343.0,338.39,339.05,84695200.0,339.05
2010-11-02,339.03,342.53,338.76,342.02,76909400.0,342.02
2010-11-01,339.65,340.77,337.39,339.35,78333800.0,339.35
2010-10-29,337.28,338.6,335.33,337.23,95734600.0,337.23
2010-10-28,339.47,340.62,337.57,338.1,76769400.0,338.1
2010-10-27,339.43,340.86,337.67,337.99,82013600.0,337.99
2010-10-26,340.79,342.12,338.66,340.76,99988200.0,340.76
2010-10-25,343.27,344.23,342.08,342.53,64778200.0,342.53
2010-10-22,340.8,342.65,340.53,341.07,67598800.0,341.07
2010-10-21,338.85,343.31,338.15,341.92,88238000.0,341.92
2010-10-20,338.1,340.03,337.73,339.71,65378000.0,339.71
2010-10-19,341.34,341.87,337.85,339.15,94758800.0,339.15
2010-10-18,339.9,342.55,339.02,341.72,79025200.0,341.72
2010-10-15,342.52,343.08,339.74,341.45,89513400.0,341.45
2010-10-14,342.87,344.44,341.21,341.33,108375500.0,341.33
2010-10-13,336.57,342.23,336.53,341.72,85500800.0,341.72
2010-10-12,334.8,335.49,332.37,335.09,77975800.0,335.09
2010-10-11,337.29,338.09,336.56,337.04,57987400.0,337.04
2010-10-08,337.02,337.34,334.46,336.53,83426200.0,336.53
2010-10-07,337.16,339.17,333.86,337.67,87693400.0,337.67
2010-10-06,336.49,338.46,336.03,336.97,95389400.0,336.97
2010-10-05,329.89,335.6,328.61,335.03,89253800.0,335.03
2010-10-04,334.03,334.03,329.83,330.4,74631600.0,330.4
2010-10-01,335.27,336.74,332.27,333.78,88498400.0,333.78
2010-09-30,333.83,339.51,333.04,334.39,103625800.0,334.39
2010-09-29,339.6,340.99,334.97,335.85,78795800.0,335.85
2010-09-28,336.4,338.82,333.41,338.17,81359400.0,338.17
2010-09-27,338.91,340.01,337.02,337.17,65661800.0,337.17
2010-09-24,330.89,338.48,330.78,337.85,91019000.0,337.85
2010-09-23,336.4,336.79,329.38,332.82,88555200.0,332.82
2010-09-22,339.55,339.55,334.08,334.35,92999800.0,334.35
2010-09-21,339.28,342.35,338.94,338.94,90934800.0,338.94
2010-09-20,336.27,340.19,336.27,339.81,75173000.0,339.81
2010-09-17,337.63,338.94,334.42,334.54,198627100.0,334.54
2010-09-16,335.84,336.61,334.28,334.67,71353400.0,334.67
2010-09-15,336.98,337.48,333.77,335.86,85552200.0,335.86
2010-09-14,336.94,337.81,335.12,336.73,88485200.0,336.73
2010-09-13,338.74,339.4,336.9,337.27,79352000.0,337.27
2010-09-10,333.32,335.24,332.76,334.96,71080800.0,334.96
2010-09-09,330.84,335.18,329.86,334.59,78874000.0,334.59
2010-09-08,326.32,332.05,324.91,331.43,83656200.0,331.43
2010-09-07,329.73,330.17,325.86,327.76,75309400.0,327.76
2010-09-06,331.28,331.38,329.38,330.53,46173400.0,330.53
2010-09-03,327.87,332.48,326.82,329.35,99893800.0,329.35
2010-09-02,324.68,327.69,323.87,326.57,82334000.0,326.57
2010-09-01,318.08,325.92,315.51,325.52,122826500.0,325.52
2010-08-31,311.36,316.47,311.05,316.47,95528800.0,316.47
2010-08-30,318.64,318.86,314.57,315.55,44056800.0,315.55
2010-08-27,312.81,317.21,311.27,317.04,90542600.0,317.04
2010-08-26,314.78,315.36,312.33,314.22,84652200.0,314.22
2010-08-25,312.4,314.59,308.47,311.72,111118100.0,311.72
2010-08-24,315.88,315.95,310.13,313.39,98986800.0,313.39
2010-08-23,318.33,320.92,316.95,318.54,73090200.0,318.54
2010-08-20,321.65,323.22,317.46,318.02,92365800.0,318.02
2010-08-19,329.36,330.27,321.76,322.37,91019400.0,322.37
2010-08-18,327.06,328.47,325.1,327.67,70209200.0,327.67
2010-08-17,324.36,328.55,323.9,328.45,92528000.0,328.45
2010-08-16,324.5,325.37,320.19,323.14,63165000.0,323.14
2010-08-13,326.14,326.51,321.26,323.92,94724600.0,323.92
2010-08-12,323.07,326.22,321.47,324.12,112963500.0,324.12
2010-08-11,330.23,331.02,324.84,324.99,108752700.0,324.99
2010-08-10,334.71,335.44,331.31,333.14,76304000.0,333.14
2010-08-09,334.56,336.56,334.12,335.89,58964000.0,335.89
2010-08-06,337.52,338.93,329.76,331.19,100212200.0,331.19
2010-08-05,339.07,340.61,335.66,336.57,93499000.0,336.57
2010-08-04,337.66,341.0,335.12,339.2,85440600.0,339.2
2010-08-03,339.55,339.94,336.37,339.0,88658800.0,339.0
2010-08-02,333.3,339.97,332.45,339.66,95889400.0,339.66
2010-07-30,331.02,334.3,327.34,330.64,125405800.0,330.64
2010-07-29,335.19,336.73,331.95,332.13,103932800.0,332.13
2010-07-28,338.7,339.97,333.93,335.03,108849700.0,335.03
2010-07-27,339.31,340.59,337.11,338.08,134230100.0,338.08
2010-07-26,339.73,339.87,335.62,337.82,89384400.0,337.82
2010-07-23,335.63,338.13,333.9,337.14,86904800.0,337.14
2010-07-22,325.1,335.25,324.55,335.2,101607200.0,335.2
2010-07-21,323.73,328.81,323.61,326.36,82998600.0,326.36
2010-07-20,324.14,324.35,317.31,320.46,82120800.0,320.46
2010-07-19,322.33,325.76,321.12,322.0,71898000.0,322.0
2010-07-16,330.29,332.12,322.7,323.99,107765800.0,323.99
2010-07-15,334.16,335.31,328.09,329.76,97641200.0,329.76
2010-07-14,336.42,336.73,332.74,335.03,76180800.0,335.03
2010-07-13,327.39,334.4,327.33,333.76,84712000.0,333.76
2010-07-12,325.7,328.36,323.9,326.56,63699800.0,326.56
2010-07-09,324.63,325.94,322.99,324.42,72469400.0,324.42
2010-07-08,320.71,323.48,318.54,322.62,107209000.0,322.62
2010-07-07,311.16,317.84,308.6,317.56,104637600.0,317.56
2010-07-06,308.33,316.83,307.89,314.43,92714000.0,314.43
2010-07-05,309.22,309.58,306.27,306.27,53436200.0,306.27
2010-07-02,310.38,312.64,308.18,308.2,96298000.0,308.2
2010-07-01,313.05,314.81,306.42,307.87,129509600.0,307.87
2010-06-30,319.85,320.31,315.81,316.81,115476500.0,316.81
2010-06-29,326.35,326.5,318.14,319.03,115780300.0,319.03
2010-06-28,327.33,331.04,325.39,330.46,73886400.0,330.46
2010-06-25,329.67,330.34,325.26,325.99,86201800.0,325.99
2010-06-24,337.39,337.42,328.49,329.22,86777600.0,329.22
2010-06-23,336.05,339.07,333.72,335.11,84037000.0,335.11
2010-06-22,338.64,340.37,336.9,339.8,88625400.0,339.8
2010-06-21,341.55,343.32,340.11,341.04,91305600.0,341.04
2010-06-18,335.93,336.89,334.17,336.06,114690000.0,336.06
2010-06-17,334.66,336.91,333.25,335.26,100285100.0,335.26
2010-06-16,336.47,336.47,332.43,334.76,112382000.0,334.76
2010-06-15,329.12,334.63,328.91,333.82,101829600.0,333.82
2010-06-14,328.86,331.5,328.57,331.45,100438900.0,331.45
2010-06-11,326.97,327.31,321.81,325.56,120467200.0,325.56
2010-06-10,318.71,326.71,317.98,325.42,114396600.0,325.42
2010-06-09,317.5,320.71,313.7,320.63,110800100.0,320.63
2010-06-08,318.71,318.97,311.82,314.83,127059300.0,314.83
2010-06-07,315.7,320.58,315.34,317.54,108029700.0,317.54
2010-06-04,328.18,331.3,320.29,321.22,142577200.0,321.22
2010-06-03,328.48,329.82,326.59,327.03,110031400.0,327.03
2010-06-02,318.77,322.84,316.45,322.56,95636600.0,322.56
2010-06-01,319.49,322.99,314.47,321.21,121512900.0,321.21
2010-05-31,320.06,322.87,319.52,320.7,43268400.0,320.7
2010-05-28,323.83,324.03,319.91,320.64,96900000.0,320.64
2010-05-27,314.63,321.2,314.38,321.16,134945600.0,321.16
2010-05-26,310.45,315.44,308.04,312.0,164578600.0,312.0
2010-05-25,303.95,306.39,301.48,305.03,172128800.0,305.03
2010-05-24,315.8,317.62,310.34,313.57,92782000.0,313.57
2010-05-21,312.84,315.48,306.29,313.41,217943200.0,313.41
2010-05-20,323.28,324.72,308.75,314.86,205013100.0,314.86
2010-05-19,326.17,327.93,320.73,321.45,164436200.0,321.45
2010-05-18,331.02,333.03,327.8,331.0,115618800.0,331.0
2010-05-17,324.1,330.23,323.2,326.57,130447400.0,326.57
2010-05-14,336.26,336.26,326.1,327.24,153943900.0,327.24
2010-05-13,340.05,340.05,335.54,337.8,97972800.0,337.8
2010-05-12,332.78,338.76,330.79,336.9,177803500.0,336.9
2010-05-11,331.46,334.01,327.79,333.48,145978500.0,333.48
2010-05-10,323.91,335.24,322.36,335.24,278265300.0,335.24
2010-05-07,316.78,323.21,307.71,312.35,293486300.0,312.35
2010-05-06,327.15,333.45,325.18,326.19,195235800.0,326.19
2010-05-05,335.46,336.76,328.73,330.78,168153100.0,330.78
2010-05-04,347.86,348.86,334.88,335.86,170587900.0,335.86
2010-05-03,345.41,348.17,342.45,346.94,72889600.0,346.94
2010-04-30,348.31,351.32,344.13,345.91,130848300.0,345.91
2010-04-29,345.46,349.37,342.72,348.46,142780200.0,348.46
2010-04-28,346.58,349.02,341.95,344.55,200962700.0,344.55
2010-04-27,356.7,356.86,349.12,349.12,143744200.0,349.12
2010-04-26,356.93,358.23,355.8,357.43,103423500.0,357.43
2010-04-23,352.72,355.14,351.06,353.38,127389800.0,353.38
2010-04-22,353.77,356.75,349.88,351.31,132257200.0,351.31
